ID,FolderName,PlantNumber,Side,Start,End,RootVolume,Genotype,Stage,nb_racines,surface_totale,taille_moyenne,ratio_couverture,densite_racines
ID_598272_Axnwor,B8x7mhxe6z,3,L,23,33,6.6,IBA154810,Early,1.0121951219512195,4370.656577505716,1991.182390166492,0.3234718412249075,0.00025013703967474796
ID_601768_Jjlhig,Yznlv6wrsh,6,L,30,39,0.7,DIXON,Early,0.7073170731707317,3309.9615523175494,1655.0595851991234,0.2604431453247711,0.00014253700024054457
ID_603291_Cq9no2,Hzapvbcfm8,3,R,24,30,1.9,IBA154810,Early,1.0365853658536586,3802.9076632988163,1652.9139432209295,0.2886822393919292,0.00033341003625625084
ID_221122_Yzrwle,Tbhppxjkvr,4,L,22,31,2.3,IBA980581,Early,0.6707317073170732,3783.3353215659536,1818.8396684600086,0.2719704358462381,0.00015309043088279915
ID_871801_Bshynx,Tbhppxjkvr,2,R,16,24,1.9,IBA980581,Early,0.6707317073170732,3783.3353215659536,1818.8396684600086,0.2719704358462381,0.00015309043088279915
ID_294989_Jbkad9,B5myqsh1wi,6,R,26,35,0.3,TMEB419,Early,0.3353658536585366,1601.543986808963,838.0350756761504,0.1308774727884799,7.940380484583707e-05
ID_860853_Vcry1q,Me1ufzzcxk,4,R,23,32,2.2,TMEB419,Early,0.40853658536585363,2161.930184713224,1052.8278228015433,0.16147786138790218,6.367818677412699e-05
ID_965999_Xywbc2,V6awcupt6m,4,L,34,41,2.1,TMEB693,Early,0.8963414634146342,6040.42711285847,1692.9927435153868,0.4283895474736432,0.00020433296280077093
ID_269437_Dxgg4n,Dz9lpsl9ae,5,R,45,50,2.5,TMEB419,Early,0.43902439024390244,2234.791853276695,1204.7524483843547,0.18454353616549013,0.00017501899311990916
ID_534910_Ecsqtx,Me1ufzzcxk,3,R,23,32,3.5,TMEB419,Early,0.40853658536585363,2161.930184713224,1052.8278228015433,0.16147786138790218,6.367818677412699e-05
ID_380636_W4jape,Ceibvxd51g,2,R,37,45,0.3,DIXON,Early,0.40853658536585363,1370.3631368497522,858.375166730183,0.11051705290253624,8.116885447570206e-05
ID_944556_Oelb9j,Efaiye0hmy,2,R,20,30,3.8,IBA980581,Early,0.9512195121951219,5066.690476580364,1357.8267338450362,0.34616930813056324,0.0001587321889391322
ID_526238_Ktqxuh,Up8aqujy0s,5,L,29,40,1.8,IBA154810,Early,0.5853658536585366,2477.31790905464,1157.3683374916634,0.18515318918854154,0.00010001737274158849
ID_754285_Xoi0da,Pw4ytibfql,2,L,25,32,0.5,TMEB419,Early,0.6890243902439024,3575.108218402397,1396.8850232566276,0.2639195042814802,0.0003540171917395738
ID_122219_Xdopq7,Sauopakhvn,5,L,19,40,3.5,TMEB419,Early,0.4146341463414634,2981.4646599002,1088.476780589034,0.20576015596274674,6.223756165711763e-05
ID_672578_Nifv71,Kjvcz6bjfj,3,L,24,36,0.2,IBA980581,Early,0.6402439024390244,3068.4603904165874,2057.4045417599564,0.23562930858050635,0.00014995937367751245
ID_747419_Zihzns,F1p0lhe1ij,4,R,30,37,2.1,IITA-TMS-IBA000070,Early,0.8536585365853658,3922.536594297828,1642.20654296875,0.26992583116601787,0.00012140544279762549
ID_375653_V9hmsh,Rxxe9bh6qn,4,L,31,40,0.01,IBA980581,Early,0.4329268292682927,1778.670619592434,836.0851510210736,0.13434789146551152,0.0008418434683859801
ID_155140_Uzajyt,Bb02c5k7wm,5,L,22,31,0.9,TMEB693,Early,0.5609756097560976,3451.874693917065,1305.2600847802512,0.266645380506652,0.0004049972060197774
ID_969350_G9jqgp,Izbgyxre0g,4,L,24,37,1.3,IBA154810,Early,0.8963414634146342,5327.072115270103,2168.9836113162155,0.4033247882762597,0.00014579752967425845
ID_103784_Oslxv3,Zbjyzgqwtu,7,L,22,30,1.4,IITA-TMS-IBA000070,Early,0.4329268292682927,2541.537231073147,924.4432652171065,0.18152626813814254,6.644973970719098e-05
ID_674519_Qg52cm,Jct834ckgh,5,L,19,27,0.8,TMEB693,Late,1.0308641975308641,2554.385527057412,1064.7131407937886,0.19042538748077084,0.0002308785326233013
ID_726494_Kdje9g,Zbjyzgqwtu,3,L,22,30,1.8,IITA-TMS-IBA000070,Early,0.4329268292682927,2541.537231073147,924.4432652171065,0.18152626813814254,6.644973970719098e-05
ID_688192_Bdosyn,L8w7zu7wek,3,R,27,33,2.9,IITA-TMS-IBA000070,Early,0.6829268292682927,3323.434558403201,1648.8045661740186,0.24633700130218156,0.00012423795034282394
ID_335255_Hoxqui,Tbhppxjkvr,3,L,22,31,2.9,IBA980581,Early,0.6707317073170732,3783.3353215659536,1818.8396684600086,0.2719704358462381,0.00015309043088279915
ID_271070_Fsmcir,Hc3b9gicdo,3,R,29,38,3.1,IITA-TMS-IBA000070,Early,0.5548780487804879,4105.935591348788,1488.9588948691764,0.29892412727925394,0.00016536060802093886
ID_441610_X5hyun,Hqcekwpxgu,6,R,30,39,6.2,IITA-TMS-IBA000070,Early,0.25609756097560976,1357.5358611316215,539.0183098025439,0.10391634169561964,7.564231193810673e-05
ID_310774_Ryvpjg,Oipmzygepq,3,R,32,39,3.1,TMEB693,Early,0.3475609756097561,1452.414651638124,739.0536986560356,0.10284838040473873,7.355700460284511e-05
ID_592284_Rkc2ag,Zbjyzgqwtu,4,R,15,26,0.8,IITA-TMS-IBA000070,Early,0.4329268292682927,2541.537231073147,924.4432652171065,0.18152626813814254,6.644973970719098e-05
ID_338147_Olxxlj,Hqcekwpxgu,4,R,30,39,1.8,IITA-TMS-IBA000070,Early,0.25609756097560976,1357.5358611316215,539.0183098025439,0.10391634169561964,7.564231193810673e-05
ID_901327_B7vh2y,Puya1uaaln,2,L,26,42,2.1,TMEB419,Early,0.4451219512195122,1455.3563932093177,1146.6440868842892,0.11224271880250353,0.00013521999175513023
ID_578787_J3kdih,Ehwtko5bvb,6,L,10,20,3.1,TMEB419,Late,0.8414634146341463,2717.743284085902,1448.47586971376,0.20354197835979682,0.00027677007947711404
ID_994625_Ecahqu,Vinlgebupo,5,L,23,29,0.2,IBA980581,Early,0.21951219512195122,626.8966905082144,440.8197050792415,0.0519167684439678,0.00028186213136984335
ID_140387_Y10vsb,Q4uyruus4j,1,R,27,33,0.9,IBA980581,Early,1.0975609756097562,4812.842926025391,1845.8140984511956,0.3340496232341723,0.0001906543666747211
ID_929269_Ocfjcp,F5lrpuuq8q,3,R,23,31,0.35,IBA980581,Early,0.6585365853658537,4052.777553837474,1508.5524085440286,0.29063512832461413,0.00017683719321891716
ID_222209_H8gzo6,Pw4ytibfql,3,R,28,35,1.9,TMEB419,Early,0.6890243902439024,3575.108218402397,1396.8850232566276,0.2639195042814802,0.0003540171917395738
ID_140116_E9j0px,Yznlv6wrsh,4,L,30,39,1.5,DIXON,Early,0.7073170731707317,3309.9615523175494,1655.0595851991234,0.2604431453247711,0.00014253700024054457
ID_434761_Ypoghq,Dz9lpsl9ae,6,L,37,46,0.9,TMEB419,Early,0.43902439024390244,2234.791853276695,1204.7524483843547,0.18454353616549013,0.00017501899311990916
ID_850721_Dg5twh,Jrem9eo37e,6,R,23,41,2.1,IBA154810,Early,0.5670731707317073,2217.424998260126,1271.1033660609548,0.17759094666996056,0.00017560721824972194
ID_444311_Tvefbg,Ypktwvqjbn,5,L,33,41,1.7,IBA154810,Early,0.5853658536585366,2794.193876685166,1216.353571449838,0.20875025069536163,9.76315291301426e-05
ID_467568_Bzuthn,Toaefqwoli,3,L,37,47,0.5,TMEB419,Early,0.32926829268292684,1197.2145192216083,573.0135684129668,0.09773179748747822,0.00011392723147904544
ID_402245_Lg14mj,L5l1h3kekg,6,L,38,50,2.5,IITA-TMS-IBA000070,Early,0.7317073170731707,4209.169436291951,1717.0356353201516,0.3076381714379628,0.00020858321739205773
ID_376269_Whviji,Puya1uaaln,3,L,26,42,0.8,TMEB419,Early,0.4451219512195122,1455.3563932093177,1146.6440868842892,0.11224271880250353,0.00013521999175513023
ID_915339_Jjlwgz,Zbjyzgqwtu,1,R,15,26,1.4,IITA-TMS-IBA000070,Early,0.4329268292682927,2541.537231073147,924.4432652171065,0.18152626813814254,6.644973970719098e-05
ID_911139_Wxecsv,Zbjyzgqwtu,5,R,15,26,1.8,IITA-TMS-IBA000070,Early,0.4329268292682927,2541.537231073147,924.4432652171065,0.18152626813814254,6.644973970719098e-05
ID_912912_Nz9us7,Ph2ti2sjzu,5,L,22,35,0.35,IBA980581,Early,0.7012195121951219,3201.814254016411,1530.8430938720703,0.24112771758292725,0.00015120067115788934
ID_203893_Kiz2lt,Nrse2plksd,3,R,25,35,2.9,TMEB693,Early,0.5670731707317073,2578.4332026039683,1368.9543252340177,0.1868828104480168,0.00017875448447796143
ID_157206_Vnoejp,Ot13d4nq6t,5,L,41,50,2.5,DIXON,Early,0.6829268292682927,3285.688712887648,1500.620337137362,0.2501184787624141,0.00010408424843640968
ID_716182_Xj4hl1,Nrse2plksd,4,R,25,35,2.5,TMEB693,Early,0.5670731707317073,2578.4332026039683,1368.9543252340177,0.1868828104480168,0.00017875448447796143
ID_612325_Qhs3h2,Lnkljfdtgh,3,R,23,43,2.6,IBA980581,Early,1.3658536585365855,5479.061318653386,2218.0449478335495,0.37450863422101066,0.00038310538417603594
ID_450500_H3gltt,Ah4ubi4ggi,4,R,27,44,0.8,IITA-TMS-IBA000070,Early,0.5365853658536586,2327.2339604075364,1576.1833056938358,0.1834355896299674,0.00016048322065393973
ID_589812_X0qgof,Wgutyon8uu,4,R,23,37,2.2,TMEB419,Early,0.6219512195121951,3868.997093293725,1304.1284052220788,0.2700032892191215,0.00012472040768601408
ID_396988_Ksuu8v,Rzyf8hal4j,3,R,38,47,1.4,IBA154810,Early,0.5487804878048781,2158.9960492762125,810.1959036850348,0.1620315714095876,0.0003384180837888711
ID_547506_Jqaluq,Hzapvbcfm8,5,L,19,35,1.9,IBA154810,Early,1.0365853658536586,3802.9076632988163,1652.9139432209295,0.2886822393919292,0.00033341003625625084
ID_675237_Ou93em,V6awcupt6m,4,R,28,39,2.1,TMEB693,Early,0.8963414634146342,6040.42711285847,1692.9927435153868,0.4283895474736432,0.00020433296280077093
ID_116605_Dky8vk,Mylwjeq6tq,4,L,28,34,2.7,IBA980581,Early,0.3597560975609756,1498.444697310285,796.4422849329507,0.10702142738848933,8.881655717505212e-05
ID_424534_Nhlm6w,Vinlgebupo,3,L,23,29,0.5,IBA980581,Early,0.21951219512195122,626.8966905082144,440.8197050792415,0.0519167684439678,0.00028186213136984335
ID_210119_V1cauz,Mpmvh2mgm3,2,R,24,38,4.9,TMEB419,Early,1.0365853658536586,6484.842064462057,1592.8447991347894,0.4503554768985759,0.0003162432316042039
ID_168517_Lb0hq7,Mrw7chmalv,3,R,30,43,0.9,IBA154810,Early,0.5121951219512195,2919.1319256294064,1258.2120633009004,0.22839224465065047,0.00025095775050100526
ID_915357_Hfde1r,F1p0lhe1ij,3,R,30,37,2.1,IITA-TMS-IBA000070,Early,0.8536585365853658,3922.536594297828,1642.20654296875,0.26992583116601787,0.00012140544279762549
ID_808727_Xyfyts,P3om3dfa78,4,R,21,31,1.4,TMEB419,Early,0.6158536585365854,3823.93012451544,1923.5054299889541,0.27461448275713213,0.000137508341502021
ID_770667_Dphygt,Rzyf8hal4j,5,L,32,40,1.4,IBA154810,Early,0.5487804878048781,2158.9960492762125,810.1959036850348,0.1620315714095876,0.0003384180837888711
ID_361716_Sufszh,Bb02c5k7wm,2,L,22,31,1.8,TMEB693,Early,0.5609756097560976,3451.874693917065,1305.2600847802512,0.266645380506652,0.0004049972060197774
ID_954111_Uvobg2,Rxxe9bh6qn,3,L,31,40,2.5,IBA980581,Early,0.4329268292682927,1778.670619592434,836.0851510210736,0.13434789146551152,0.0008418434683859801
ID_950979_Dsho0o,Ummqfuetoc,7,L,25,32,2.7,IBA980581,Early,0.7012195121951219,3274.6210807242046,1829.7320910197932,0.2359671833298789,0.00014764524296996155
ID_307722_Btzncs,Dhfwcg1uj2,4,R,20,32,3.1,IBA154810,Early,1.1341463414634145,3281.4196513106185,1359.7278341898104,0.24166203020899632,0.00024100375580854013
ID_134641_Koib9h,Qinorm9cg3,2,L,16,24,0.4,IBA980581,Early,0.9146341463414634,2699.4485577839177,1283.4369499392626,0.20991773082638102,0.0003427698661530172
ID_180664_Op8l7j,Pucqtyga9u,5,R,37,43,0.5,TMEB419,Early,0.5670731707317073,2897.5432560618333,1137.6007854182546,0.2293356574994555,5.0355635377209974e-05
ID_202049_Zpvt7u,S11rphogci,6,L,20,34,2.1,IBA154810,Early,0.5670731707317073,1995.3098840480898,1213.894919418707,0.14125087668470124,0.00019406508695038815
ID_694646_Famnkr,Toaefqwoli,7,L,37,47,1.9,TMEB419,Early,0.32926829268292684,1197.2145192216083,573.0135684129668,0.09773179748747822,0.00011392723147904544
ID_424614_L8szj2,Q4uyruus4j,7,L,33,45,0.9,IBA980581,Early,1.0975609756097562,4812.842926025391,1845.8140984511956,0.3340496232341723,0.0001906543666747211
ID_860702_Avb9v1,Yznlv6wrsh,5,L,30,39,1.4,DIXON,Early,0.7073170731707317,3309.9615523175494,1655.0595851991234,0.2604431453247711,0.00014253700024054457
ID_223242_Vd2n5f,Tbhppxjkvr,1,R,16,24,2.3,IBA980581,Early,0.6707317073170732,3783.3353215659536,1818.8396684600086,0.2719704358462381,0.00015309043088279915
ID_497108_Imsrou,Xdi1ipcemf,6,L,21,28,4.3,IITA-TMS-IBA000070,Early,0.5548780487804879,2967.44250739493,1271.9512250016376,0.2141916389586186,0.0002469845536560207
ID_874698_Sofloa,L6qdyaff5q,4,L,26,31,0.9,TMEB693,Early,0.12804878048780488,1162.7436810005001,856.7931983761671,0.07283802399223699,2.276286751387402e-05
ID_925389_Gdjxgh,Laspkqmflo,4,L,33,40,0.02,IKN130010,Early,0.2926829268292683,1359.8271567181844,568.4911924222621,0.10854173888951314,0.00040180398527109486
ID_809706_Hgrlkk,Nrse2plksd,5,L,19,30,2.9,TMEB693,Early,0.5670731707317073,2578.4332026039683,1368.9543252340177,0.1868828104480168,0.00017875448447796143
ID_592215_Hfzzen,Ntqusw7xpb,4,L,19,31,2.2,TMEB419,Early,0.4146341463414634,1755.9463303961404,526.0357290360986,0.1220255858917353,0.0004343669685198907
ID_995502_L5bkz9,Izbgyxre0g,4,R,22,33,1.3,IBA154810,Early,0.8963414634146342,5327.072115270103,2168.9836113162155,0.4033247882762597,0.00014579752967425845
ID_490708_Isn2o5,Efaiye0hmy,1,R,20,30,4.8,IBA980581,Early,0.9512195121951219,5066.690476580364,1357.8267338450362,0.34616930813056324,0.0001587321889391322
ID_899134_Gyrlfg,Rzyf8hal4j,1,R,38,47,1.3,IBA154810,Early,0.5487804878048781,2158.9960492762125,810.1959036850348,0.1620315714095876,0.0003384180837888711
ID_747792_Ofa0wh,Izbgyxre0g,6,R,22,33,3.7,IBA154810,Early,0.8963414634146342,5327.072115270103,2168.9836113162155,0.4033247882762597,0.00014579752967425845
