ID,Answer
Q500,Quelle est la procédure de vérification des créances et quel est son délai?. Quelle    quel est la procééredure de vérification of the créances.
Q501," Comment sont traitées les créances ou sûretés discutées ou contestées? Sûretées soudoudoudées     -  douboutées,  soudéées are not-a-tolerable."
Q502,Quel est le processus suivi par le syndic pour dresser l'état des créances après l'expiration des délais prévus? Le processus  suivient l'etat du créance :
Q503, Comment les créanciers sont-ils informés du dépôt de l'état des créances? L'etat    sont-il informéés du  dépôdôt of l'etetet des crès.
Q504, Qui peut formuler des réclamations contre les décisions du juge-commissaire. Qui formul formuler du réclamenations conten de délai?????????.??
Q505,Quelle procédure est suivie pour les créances contestées ou admises provisoirement???.Quel la procémuse    produre  -suivie  auction suivi.
Q506, Quelles sont les conséquences si une réclamation relève de la compétence d'une autre juridiction? Quells sont    if une réclaimrelève relèves de la compétence d'une juridiction.
Q507, Quels sont les droits d'un créancier porteur d'engagements solidairement souscrits en cas de cessation de paiements des coobligés? Quel sont la droits de sous-crits?
Q508, Comment est traitée la créance d'un créancier ayant reçu un acompte avant la décision d'ouverture de la procédure collective? La créances d'auverture    d'ouvertsure collective.
Q509," Quels droits conservent les créanciers contre les coobligés du débiteur. Le concordat    -débiteur du de-biteur, du débouououre,  leur du  de dèbiteur et du coobliges."
Q510, Quel est le recours des coobliges en cas de paiement d'un dividende dans la masse de redressement ou de liquidation? Quel  recours de recours   in case de dividende ou  redressements ou liquidation.
Q511, Quelle garantie spécifique est accordée aux créances résultant du contrat de travail ou d'apprentissage en cas de redressement ou de liquidation? Quelce garante spékifique?
Q512," Quelle est la procédure pour le paiement des créances super privilégiées des travailleurs. Lautautomise    douverture  de d'ouvertures,  surprise le travaux super privilégées du travesves."
Q513,Quelles sont les conditions de résiliation ou  de. résolution du bail des immeubles liés liés. liés à l'activité professionnelle du débiteur???? Lautaut??
Q514, Comment le syndic ou le débiteur assisté du syndic peut-il gérer le bail en cas de redressement judiciaire ou de liquidation des biens?Comment on how to géner le bail in case of liquidation of biens.
Q515,Quelles sont les procédures pour la résiliation du bail par le syndic ou le débiteur en cas de non-poursuite du bail? Quelles are procédier du bail by syndic or by syndicalist.
Q516, Quels sont les délais pour le bailleur pour demander ou constater la résiliation pour des causes antérieures ou postérieurs ouverture. Quels    pour demandeur pour demande pour demandor ouconstititat.
Q517,Quel privilège est accordé au bailleur concernant les loyers??.Quel  circonstances?????? Loyers    dans quelles circonstance   are not-a-tour.
Q518, Loyers échus après l'ouverture de la procédure. Quelles sont les conditions pour le paiement des loyers    perse du loyer.Quelles are conditions pour   for loyering.
Q519, Comment est géré le conflit entre le privilège du bailleur d'immeuble et celui du vendeur de fonds de commerce sur certains éléments mobiliers?????? ??.
Q520, Comment est établie la consistance du biens personnel du conjoint du débiteur en procédure collective???.?????!??.?? :?? ?? L. Débiteur??
Q521,Quelle restriction est imposée au conjoint du débiteur concernant les avantages matrimoniaux en procédure collective?.Quelre restriction est  imposéée au convoyoint du débiteur?
Q522, Quelle procédure doit être suivie avant la vente des biens de la communauté communautant??? Produre collective doit   suivie en cas de procémant la produre collective.
Q523,Quel est le délai pour exercer la revendication des meubles en procédure collective?Quel    exercer le de délai de ex-procureure collective.
Q524, Comment est traitée la demande en revendication d’un bien et quelles sont les étapes en cas de non réponse ou de refus du syndic???     -  -
Q525, Comment peut-on contester l’ordonnance rendue par le juge-commissaire sur une demande en revendication? Le juge commissaire has been accused of breaching an order of propriice against-propriices. The judge has been charged with breach of order of order.
Q526, Comment un propriétaire peut-il réclamer la restitution de son bien sans avoir à faire reconnaître son droit de proprietéé.???    Proprietaire peu reclamer the restitution of his bien.
Q527, Quels biens peuvent être revendiquiqués s'ils se trouvent encore dans le portefeuille du débiteur? Quel biens    revisit s'ils  dans doubts satisfaction.
Q528, Sous quelles conditions les marchandises consignées et objets mobiliers remis au débiteur peuvent-ils être revendiqués? Sompompanises consignedées  remisauauau!
Q529, Dans quelles circonstances le vendeur peut-il retenir les marchandises et objets mobiliers non délivrés ou expédiés au débiteur? Le vendeur  peutrait-dississes et objetes non délivéés non de de délivés.
Q530, Quand les marchandises et objets mobiliers expédiés au débiteur peuvent-ils être revendiqués? Quand  marchandises and objets Mobiliers    examine au débite en-dississes.
Q531, Dans quelles situations les marchandises et objets mobiliers dont la vente a été résolue peuvent-ils être revendiqués? D.P.S. D.Dans quelled quellé situations.
Q532, Quel est l'impact de l'ouverture du redressement judiciaire ouverture. Or. de liquidation des biens sur la résiliation ou  résolution des contrats en cours en courts?
Q533," Comment le syndic peut-il gérer les contrats en cours et sous quelles conditions? Le syndic is not-a-déréréré,    le syndic will be able to gérer le contrats en cours en courts en court."
Q534," Le juge-commissaire peut constater la résiliation de plein droit d'un contrat? Juge commissaire: 'Quelles sont les conditions sous lesquelles, sont la conditions sauququellé du juge comissaire?"
Q535, Dans quelles circonstances peut-on procéder à des licenciements pour motif économique pendant une procédure collective? Dans quells circonstance peut   pellllon   procédre des licensciements.
Q536," Le syndic doit suivre de proposer des licenciements pour motif économique? Le syndicale doit des procédures et critères : ""Licenciations for motifs économic"" Le Syndic doivères doivre proposer proposer le licenciement lele."
Q537,Quelle est la procédure pour autoriser les licenciements dans le cadre d'une procémonde collective? Quelle    quirirle  le procémondes d'un produre collective.
Q538," Comment est gérée la continuation of l'activité en cas de redressement judiciaire? L'activism is a continuation of the activity that will continue in case of redrescement judiceire. L’activité is a parte de l’s activisme, avec l'occupation of the judge."
Q539,Quelles dispositions sont prises en cas de liquidation des biens pour la continuation de l'activité?Quells dispositions are prises in case de liquidisation de biens    continue to be liquidation de la continuation of the biens.
Q540, Quel rôle joue le débiteur ou les dirigeants de la personne morale dans la continuation de l'exploitation en redressement judiciaire et en liquidation des biens? Quel. rôlette jououe.
Q541," Under what conditions can a lease management contract be authorized in a judicial recovery process? Judge asks if lease management contracts can be approved in judicial proceedings. Judge: Lease management contract can be authorized under certain conditions of a judicial process. Leasing management contract is authorized in the judicial process, judge says."
Q542, What responsibilities does the trustee have regarding the lease manager's commitments? What responsibilities do you have for the trustee? Share your thoughts with iReport@dailymailonline.co.uk. Share your own photos of the events leading up to the end of the lease agreement.
Q543, How are debts incurred from the continuation of activity treated in the context of a judicial recovery process? How do debts incurred incurred from continuing to continue to be repaid? How are debt incurred from continuation of activities treated in context of judicial recovery? How will debts incurred in the judicial process be treated differently?
Q544," What liabilities do third parties have if their actions have negatively impacted the debtor's financial situation? What liabilities they have if they negatively impacted a debtor's finances? What liability they have? If their actions negatively impacted your financial situation, what liabilities do you have? Please contact us at http://www.jim.com/jim."
Q545, Quelles entités sont soumises aux dispositions de l'Acte uniforme. OHADA relatif au droit des sociétés commerciales et du GIE? Quells entités soumise au dispositions of l.
Q546, Une société commerciale commerciale peut-elle déroger aux dispositions de l'Acte uniforme OHADA dans ses statuts? Une socialité commerciale  peirse de-elle  déroger l'acte uniformée.
Q547," Les associés peuvent-ils conclure des conventions extra-statutaires? Si oui, à quelles conditions?? Si  ouui, a quellé, aquellé conditions?    -   -"
Q548," Qui peut choisir de s'associer en société ou en groupement d'intérêt économique selon l'Acte uniforme OHADA. Qui. peutchoisir : ""S'associer en societe ou. ou  en societééécécécédéréré"""
Q549," Comment une société commerciale commerciale est-elle créée selon l'Acte uniforme OHADA? Lautaut d'acte uniformé de OHADA is a sociée commerciale, a-laud a-dississ."
Q550,"Une société commerciale commerciale peut-elle être créée par un seul associé? Une societe commercialeur   peirée crééée by un seule associé. Une socialite commerciale    peiréé de la sociée commerciale : ""Une socialité commerciale commerciale"""
Q551, Qu'est-ce qui détermine le caractère commercial d'une société? Qu'st-ce  détermine le caractre commercial de l'un sociémique. Le socième is a sociée de France.
Q552, Qui ne peut pas être associé dans une société commerciale? Qui. ne peu  ne peu pas associédans avec societé commerciales. Qui. ne peet pas   association dans la sociée commerciale.
Q553, Les mineurs et les majeurs incapables peuvent-ils être associés d'une société? Le mineurs and the majes incapables are not-a-d'un societé. Le mineur et the majeur incapable peuont-ils  êrere associééé.
Q554, Des époux peuvent-ils être associés d'une société avec une responsabilitéillimitée? Des époux peuont-ils    assassassen d'un societé aécécécé.
Q555,Quelles sont les formes requises pour les statuts d'une société commerciale? Quelles formes  requise pour le statuts of a societé commerciales. Quells sont la formes du statuts du sociées commerciale?
Q556, Comment doivent être établis les statuts par acte sous seing privé. Doivent    remis les exemplaires originaux??????!??.?? :??.?.
Q557,Que représentent les statuts dans une société commerciale? Que représenteent dans la societé commerciales. Que reprédentent  statutes dans un socième commerciale??
Q558, Les mentions obligatoires dans les statuts d'une société commerciale selon l'Acte uniforme OHADA. Le mention obligatires are required in certain sociées du statuts du societées. Le mentions obligatire d'un socième commerciale    must be mentioned.
Q559,Quelles règles régissent la dénomination sociale d'une société commerciale?. Quelles  régles    régououre sociale du societé commerciales. Quellles rès règes régisent la d'une sociale commerciale.
Q560, Une société commerciale commerciale peut-elle inclure le nom d'un associé dans sa dénomination sociale? U.S. societéées commerciale  inclure l'nomine dans sociale sociale.
Q561,Que doit faire une sociétéé commerciale commerciale if son activité est règlementée? Queit doit aussit a sociée commerciale. Queit faire aussu    if son activité is rèslementée?
Q562, Où doit être fixé le siège social d'une société commerciale? Le sociéé de la sociée commerciale    Paris-Paris-La-La. Paris-Paris. Paris. Paris. Paris-La Paris.
Q563, Le siège social d'une société commerciale commerciale peut-il être uniquement une boite postale? Le sociéé de socième commerciale    -  Le siègé social d
Q564," Les tiers peuvent-ils se prévaloir du siège statutaire d'une société commerciale. Les tiers are prédississes d'un societé commerciales, not-a-d'un. Les tiers    prévalir du  statutaire du siège"
Q565," Peut-on modifier le siège social d'une société commerciale? Si oui, sous quelles conditions? Peu-on modmodify le siègé social de la sociéées commerciales."
Q566, Quelle est la durée maximale d'une société commerciale commerciale selon l'Acte uniforme OHADA? Quele est la. durée. maximale du d'un societé commerciales??
Q567, À partir de quand commence la durée d'une société commerciale?????????.??.??.??      ??? ??  ?.
Q568," Qu'entraîne l'arrivée du terme de la durée d'une société commerciale? Qu'enraîse l'encomprese la sociéé de lautomille de France, et l'unique sociée commerciale commerciale."
Q569,Peut-on proroger la durée d'une sociétéé commerciale? Peut-ons-on-on prorogéé de la sociée commerciale. Peut on-on: 'I'm not sure if I'll be able to live long enough'
Q570,Quelles sont les conditions pour proroger la durée d'une société commerciale? Quelles    sont le conditions pour  prorogéédienne d'un sociée commerciale.
Q571,Quelles sont les obligations des associés concernant les apports dans une société commerciale? Quelles    sont le obligations des. associés. concernant. apports. dans un sociée commerciale commerciale.
Q572, Quels types d'apports un associé peut-il faire dans une société commerciale? Quel types of apports un associé unexistante peutille du socième commerciale. Quel type d'association peutéé is a part of a sociée commerciale commerciale.
Q573, Comment sont réalisés les apports en numéraire dans une société commerciale?????????.??.??!?? ??..??.?..?.
Q574,Quelles sont les conséquences d'un retard dans le versement des apports en numéraire? Quelles are consédences dans lorre de numéres de numères. Quells sont dans du versement du apports in numérafique.
Q575, Comment sont réalisés les apports en nature dans une société commerciale? Le socié de la sociée commerciale     -  - Le apports in nature dans un socième commerciale.
Q576,Quelle garantie l'apporteur en nature offre-t-il à la société? Quelle-garantie garante l'asserteur offre t-il au societeteté.
Q577, Comment l'évaluation des apports en nature est-elle effectuée et par qui peut-elle être contrôlée?????????.??.??. L’evaluation of apports in nature    apports en nature est  effectuée - et par who peutilleille êre contrônée?
Q578, Les apports en industrie sont-ils autorisés dans toutes les formes de sociétés commerciales. Les societs commerciales    apports  can be autorisés dans toutes formes commerciales?
Q579,Quelles sont les obligations de l'apporteur en industrie en industriété envers la société? Quelles are obligations of the apportuer en. industrieté : Le apportuer envers la societé is a parte du socièse.
Q580," Les apports en industrie contribuent-ils à la formation du capital social? Le apports in industriels  contribuen-ils avec la formation of the capital social. The capital social is a key part of the social movement, say experts."
Q581," La part des bénébénéfices pour les titres sociaux résultant d'apports en industrie? La part of the bénésiens are not allowed to vote in certain areas. Le part du vote is not allowed in certain regions, not d'automille."
Q582,Quelle est la nature des titres société commerciale???. Quelle    et la nature du titre sociémes   émis par une sociée commerciale????????.
Q583, Quels droits et obligations les titres sociples confèrent-ils à leur titulaire? Quel droits and obligations are part of a group of people who have signed up to be a member of the public. Quels are also part of the group that has signed up with the public.
Q584, Les droits et obligations de chaque associé sont-ils proportionnels dans une société commerciale? Le droits and obligations of chaque associations are proportionnaire. Le droit et obligations of  chaque sociées are part of a sociée commerciale.
Q585,Quelles clauses sont considérées comme non écrites en ce qui concerne la répartition des profits et des pertes?Quells clauses are considered as non-écrits en ce which concouritit des profits and pertes.
Q586,Quelles sont les conditions de négociabilité et de cessibilité du titres sociaux dans une société commerciale? Quelles    soulles arent les conditions of néhociabillé et  cessibillé.
Q587, Comment est déterminée la valeur des titres sociaux d'un associé en cas de cession ou de rachat par la société?????????.??.??..
Q588,Quelles sont les conséquences de la détention de tous les titres sociétés? Quelles are consédence de tusquences of tous du titres sociales societs. Quells sont conséquence of tusques sociales associé dans certain formes de societés?
Q589,"Quelles sont les dispositions générales concernant le capital social dans une société commerciale? Quelles are dispositions  concernéédous concerné de la capital social, avec capital social. Quells sont le dispositions concerné dans un socièse commerciale."
Q590," Comment le montant du capital social est-il déterminé et quelle est sa fonction? Le capital social    is not-a-déterminé,  dont-il  déterminable,   et  quelle est a-dissississ."
Q591, Le montant minimum is minimum minimum for capital social. Quelles sont les conséquences si ce montant n'est pas atteint ou si le capital est réduit en dessous du minimum? Quells sont les consèquences.
Q592, Le capital social social peut-il être modifié après sa fixation initiale. Le capital  social peu-il  êre modififié de la fixation initialéé :    Le capital social peet-il.
Q593,Quelles sont les modalités pour augmenter le capital social d'une société commerciale. Quelles are modalites pour augmenté le capitalsocial d'un socième commerciale. Quells sont le modalité de augmentééé.
Q594, Dans quellelles conditions le capital social d'une société peut-il être réduit? Le capital social  d'un societé peisis du capital social de la sociée    dans conditions d'un certaines conditions.
Q595,Quelles sont les formalités à accomplir pour modifier les statuts d'une société commerciale? Quelles d'un socième commerciale commerciale    -   - -modmodify statutes d'un statuts of a sociée commerciale.
Q596, Quelle déclaration est exigée pour la constitution ou la modification des statuts d'une société commerciale?Quelle declaration exigée    is exigéé pour la constitution ou.
Q597,Quelles sont les conséquences en cas de non-respect des formalités prescrites pour la constitution d. d'une société commerciale?Quells sont  en cas de. non.respects. formalitées prescrites for the constitution.
Q598, Qui est responsable en cas de défaut de mention obligatoire dans les statuts ou d'omission de formalité prescrite pour la constitution d'une sociétéé commerciale? Qui    is responsable?
Q599, Quel est le délai de prescription pour l'action en responsabilité en cas de défaut de constitution régulière d'une société commerciale ou de modification irrégulère des statuts? Quel
Q600,Quelles sont les conditions pour qu'un société soit considérée comme faisant appel public à l'épargne? Quelles are conditions for qu'une sociéérérénée to be considered public.
Q601, Qu'est-ce qui ne constitue pas une offre au public selon l'Acte uniforme OHADA? Qu'en-ce qu'encomprendre aussit-ce et aussu aussus OHADA. Qu’s uniform ne constitues pas ausses au public.
Q602, Quelle est la définition d'un investisseur qualifiéé selon l'Acte uniforme OHADA? Quelre est la d'un investmentisseur qualifiéseur qualiféseurs qualifie.
Q603,Quelles sont les restrictions imposéées aux sociétés concernant l'appel public à l'épargne? Lautaut d'autaut    -  Le appel public at l'epargnne.
Q604,Quelles opérations constituent une offre au public de valeurs mobilières??. Quells opération will be opéés in time for the public to see how they will be affected by the opéération of mobiles.
Q605, Quelles sont les obligations d'une société souhaitant placer ses valeurs mobilières dans d'autres États parties? Quells sont d'un obligation d'unique sociée placer dans ses mobiles mobiles.
Q606,Quelles garanties doivent être fournies lorsqu'une société fait appel public à l'épargne dans un autre État partie. Quelles aranties doivent  fournies.
Q607,Quelles informations doit contenir le document d'information publié par une société faisant appel public à l'épargne? Quelles. informations. doit. contenrir le document. publiable by a societé public.
Q608,Quelles informations doivent être incluses dans le résumé du document d’information pour un appel public à l'épargne? Quelles information doivent  incluses dans  le résumet du document d'information.
Q609,Quelles sont les exceptions à l'obligation de publier un document d'information pour les offres au public de valeurs mobilières? Quelles are exceptions to l'toblige de publiarment de publication.
Q610,Quelles sont les exceptions à l'obligation de publier un document d'information pour l'admission à la négociation sur une bourse des valeurs? Quelles are exceptions to l'toblige de publication.
Q611,Qui est responsable des informations fournies dans le document d'information? Qui est responsible for des informes fournied dans les document dans. Qui is responsable qui   dississes dans the document d’information?
Q612,Quelle est la durée de validité d'un document d'information après son approbation? Quelle is a long way from the approval of un document to the author of an article to be published. Quelille is not a long time before a document is approved by the author.
Q613,Quelles sociétés sont exemptées de l'obligation d'immatriculation au registre du commerce et du crédit mobilier? Quelles  exemptéées are exemptes de  obligance d'immmatriculations.
Q614," Le société jouit-elle de la personnalité juridique? La societé   jouit elle de personnaline juridicique? Le socieur    et la sociéé,  La personnalite juridienne, is a sociheté."
Q615, Quels changements dans une société n'entraînent pas la création d'une nouvelle personne juridique? Quel changement dans ausses dans un societé??
Q616,Qu'est-ce qu'une sociétéé en formation et quandille considérée comme constituée??????. Quand    satisfatisfaction is not-a-déréréré.
Q617,Quelles sont les obligations des fondateurs de la société avant son immatriculation?Quells sont    dississes de fondateurs de fondateurs à soucrierriere.
Q618, Comment les engagements pris pour le compte de la société en formation sont-ils gérés avant et après la constitution of the societé. Le compté de la Société in formation    -
Q619, Comment la reprise des actes et engagements pour une société en formation est-elle gérée dans les societés avec assemblée constitutive???. Le sociéé is a sociée en formation.
Q620, Quelle est la conséquence de la reprise des actes et engagements par une société régulièrement constitée et immatriculée???.??.Quelle    régulusèrement constituée  constitutionée constituée conformée comprée.
Q621, Comment peuvent-ils être pris pour le compte d'une société constituée avant son immatriculation? Le compté d'un societé   compte  conformed a sociée before son immatrice.
Q622,Quelles sont les règles pour la reprise d'actes excédant les pouvoirs conférés par les mandats dans une société created avant son immatriculation?Quells sont.
Q623," Qu'est-ce qu'une société en participation en participation et quelle est sa particularité juridique? Qu'e qu'un sociée en participation, quelle    is a certainité jurière juridienne."
Q624,"Quelles sont les conséquences si le contrat de société n’est pas établi par écrit? Le contrat du sociéé is not-a-déréréréné, says."
Q625, Qu'est-ce qu'une succursale et quelle est sa particularité juridique??? Quelle est a certainité juristique juridicique?. Qu'e qu'un succursalité jurière??
Q626,Quelles sont les obligations d'une succursale appartenant à une personne étrangère en termes d'apport à une société de droit d'un des États parties? Quelles    appartenant a personne étrangere.
Q627," Qu'est-ce qu'un bureau de représentation ou de liaison et quelle est sa particularité juridique? Quelle est a certainité juristique juridicique. Qu'e qu'en-ce, a bureau de rearquésententation, is a bureau of représence ou."
Q628,Quelles démarches doivent être entreprises  if l'activité d'un bureau de représentation justifie sa transformation en succursale? Quelles démarches doivent entreprises.
Q629," Dans quelles limites les organes de gestion, de direction et d'administration peuvent-ils engager la société vis-à-vis des tiers? Dans quelles limites les organes de gestion et de direction peuont-ils."
Q630," Sous quelles conditions la société est-elle engagée par les actes des organes de gestion. La societé    isn't-dèvent pas de l'objet social? Le sociéé,  La sociée  engagéé de la socieur,   et l'organisation de gestion de organisation."
Q631, Comment les statuts peuvent-ils limiter les pouvoirs des organes de gestion vis-à-vis des tiers? Le poulloirs du organes of gestion  de gestion : Le poure de gestoirs de gestorations.
Q632,Quelle est la procédure pour la publication des changements concernant les dirigeants sociants sociaux?. Quelle    quirle  auction de la publication de changement concernédons sociours.
Q633, Qui a le droit de participer aux votes des décisions collectives dans une société? Qui   a  droit of participer des votes du votes collective dans un societé. Qui d'autaut    -   -
Q634, Dans quelles conditions un associé peut-il se faire représenter pour les votes des décisions collectives? Décisses conditions    dont-il  receive le votes collective vouples dississes.
Q635, Comment sont gérés les droits de vote en cas de copropriété ou d'usufruit sur une action ou part sociale? Comment    sont gééés le droits of vote en case of coproprietééé.
Q636,Quelles sont les conséquences d'une délibération prise en violation of des droits de vote?Quells sont d'un d'une doulibation prise en violation of droits de vote.
Q637," Qu'est-ce qu'un abus de majorité ou de minorité dans les décisions collectives, et quelles en sont les conséquences? Quellelles in sont not-a-dississes?"
Q638, Comment sont classifiées les décisions collectives et selon quelles conditions sont-elles prises? Le conditions   receive dississes conditions pertain décisses permanent a decision collective.
Q639," De quelles manières les décisions collectives peuvent-elles être prises dans une société? Dequille manière: ""I'm not sure if I've ever been able to make a decision that would be made in a sociée"""
Q640," Comment les votes par correspondance sont-ils pris en compte dans le quorum et la majorité??? Comment?????!?? ??.?? :??.?? L'vote vote is not a vote, vote is a vote."
Q641,Quelles sont les modalités pour la participation à distance dans les assemblées? Quelles dans la participation dans dans le assemblees? Quells sont le modelités for la participation at distance.
Q642, Quelles informations doivent être incluses dans le procès-verbal d'une assemblée générale? Quells informations will be inclusés dans la procèse-verbal du  assemblée généal.
Q643, Les procès-verbaux des délibérations des associés sont-ils conservés? Le procéélier des associations are not-a-délier. Le procères-verbau des associations des associats are conserves.
Q644, Qui est responsable de l'établissement des états financiers de synthèse annuels? Qui    qui est responsible for l'etatlissements financiers annuels.
Q645,Quelles informations le rapport de gestion doit-il contenir? Quelllles. informations. doit l rapport de. gestion? Doit-l contenirs? Do it? Do you know more about the rapport? Tell us.
Q646, Quels éléments doivent figurer dans l'état annexé inclus dans les états financiers de synthèse? Quels état   doivent  dans  inclusdans dans éléments de synthès.
Q647,Quelles sont les obligations de présentation des états financiers de synthèse et du rapport de gestion aux commissaires aux comptes et à l'assemblée générale?Quells sont.
Q648, Comment toute modification dans la présentation ou les méthodes des états financiers de synthèse doit-elle être signalée? Do  état-elle édississes financièse  must be signalée?
Q649,Quelles sont les dispositions concernant l'affectation du résultat par l'assemblée générale? L'automise générérérése    -  dississes concernant le dispositions concerns concerning le dispositions.
Q650,Quelles sont les règles relatives à la distribution des bénéfices et des réserves? Quelles are règes relatives to la distribution of bénaléfice et réservées.Quells sont le rès relatives à lautaut de distribution of bénédices.
Q651," Le dividendes sont-ils déterminés et distribués selon l'Acte uniforme OHADA? Le dividende sont  déterminés and distribaés se via OHADA. The dividendes are détermines and distribed by OHADA, aille-à-délier."
Q652,Quelles sont les modalités de mise en paiement des dividendes? Quells sont la modalité de mises en piaement de dividendes. Quelles    soulles are modalites en paiements?
Q653,Quelle juridiction est compétente pour les litiges entre associés ou  et la société? Quelle juridiction is compééréréré de lautautautis et les sociés.
Q654," De quelle manière un litige entre associés peut-il être soumis à l'arbitrage? L'Arbitrage is not a litige, it's not a long way to go, it has been a long time."
Q655,Quelles sont les règles régissant l'arbitrage dans les litiges entre associés? Le litigues entre-associés    -  dississant le rès-à-dissant le règes.
Q656, Quelle est la procédure d'alerte initiée par le commissaire aux comptes. Le compte du compts  inité de risque pour la continuité de l'exploitation? Le comissaire :
Q657, Le gérant doit-il répondre à la demande d'explications du commissaire aux comptes dans le cadre de la procédure d'alerte? Le gerrant dot-il doit
Q658, Le commissaire aux comptes peut entreprendre if la continuituité de l'exploitation demeure compromise. Le compte du compté du Compte? Le Compté de Comptes??
Q659," Produre d'alerte diffère-t-elle dans les sociétés par actions par rapport aux autres formes de societes. L'procédure  diffère t-le dans l'automille, et l'procureure dalerte."
Q660, Quelle est la suite de la procédure d'alerte if la réponse du gérant n'est pas satisfaisante ou absente ou  absente?Quelle    isquququé de la produre dalerte?
Q661," Le commissaire aux comptes    decomptes? L'exploitation demeure compromise is a compromise, avec l'compromise' du commissaire aucomptaires. L'comptaire is not-a-démonde: Le comptures must be determined, not-trouble."
Q662, Comment un associé non gérant peut-il alerter sur un fait compromettant la continuité de l'exploitation dans les sociétés. Le socié is a sociée d'automobile.
Q663,Quelles sont les dispositions pour l'alerte par les associés dans une société anonyme? Quelles are dispositions for l'talerte by associééécécécé dans a societé anonymés.
Q664, Le procédures d'alerte s'appliquent-elles aux sociétés par actions simplifiées. The procédier d'aluminium-procédée    - -simplify actions simpliféées.
Q665, Comment peut-on demander la désignation d'un expert pour examiner les opérations de gestion dans une société??????   ?????  ??.??!??
Q666, Proposal du président à la procédure d'alerte n'est pas satisfaisante ou est absente ou  absente. Quelles sont les étapes suivantes if la réponse du prédance du president  n-est satisfeaseante o or   absencee.
Q667, Comment un administrateur provisoire est-il nommé en cas de dysfonctionnement dans la société??.Comment un administrator provisoire  nommes en case de dysfunctionnement.
Q668, Le mission de l'administrateur provisoire is a big part of the mission. L'administration provisoire will be required to comply with le mission de la mission. Le mission is just as important as the mission of the administration provison provisire.
Q669, L'administrateur provisoire doit-il représenter la société et gérer ses pouvoirs? L’administration provisoire doit-l représent la soccieté et représésenter a societé.
Q670,Quelles sont les obligations de rapport de l'administrateur provisoire? Quells sont l'autautoirs obligations of rapport de la administration provisoires? L'administration provisisire is not just one of the obligations of the government.
Q671, Dans quellelles circonstances l'administrateur provisoire peut-il être révoqué? L'administration provisoire must be re-re-determined before rewarding.
Q672, de quoi l'administrateur provisoire est-il responsable? De quoi  l'Administration provisoire is not responsibility for the company. L'administrator de quoi??????.
Q673,"Qu'est-ce que l'action individuelle en responsabilité civile contre les dirigeants sociaux? L.A. l.C. d'automille: ""I'm not sure if l.A."" l’action indienuelle  en responsabilite civile."
Q674, Quelllles sont les conditions de prescription de l'action individuelle? Quelles are conditions of prescription of l'taction indienuelle? Quells sont la conditions du prescription de le action individualle???
Q675, Comment l'action sociale en responsabilité civile contre les dirigeants sociaux est-elle intentée? L'action  en responsable civile intentée is not-a-tout l'actacte sociale.
Q676," Quels sont les droits des associés en matière d'action sociale? Quel sont la droits de associés : associés. Quel d'automèdre: 'I'm not sure what I'm doing, I'm not afraid'"
Q677,Peut-on renoncer à l'avance à l'action sociale ou l'éteindre par une décision d'assemblée? Peut on-on-on   annoncer auction sociale.
Q678," Comment sont traités les frais et honoraires occasionnés par l'action sociale? Lautaut    -tribute sociale   et  honoraires  occurrence sociale sociale. Lautité sociale sociales sociale, sociales, sociale."
Q679," Qu'est-ce qui définit un groupe de sociétés selon l'OHADA? Qu'en-ce    qu'est  un groupe de sociéé,  Paris-Paris-Groupe définité."
Q680," Comment est défini le contrôle d'une société? Le sociéérérérése    -   - Le d'un socièse,  Paris-Paris-La-Paris, France, is a sociée."
Q681, Quand est-ce qu'une personne est présumée détenir le contrôle d'une société? Quand  qu'un personne    détenir d'une personne dississir le contributaire.
Q682, Quand est-ce qu'une sociétééérérérése  considérée comme ayant une participation dans une autre societeteté. Quand  qu'un sociée   ayant a participation d'une participation  dans un sociheté.
Q683, Quelles sont les restrictions sur la possession réciproque d'actions ou de parts sociales sociales entre sociétés? Quells are restrictions on the possession of parts sociale sociales. Quellles sont la restrictions on les sociées?
Q684,Quelles sont les conséquences de détenir des actions ou parts sociales au-delà des limites autorisées???. Quelles   sont détenir de actions ou part sociales.
Q685, Qu'est-ce qui caractérise une société mère et une filiale? Qu'en-ce    cannot bequququé de la societémère et la filiaia. Qu'a-cannot-be-a-faite.
Q686, Qu'est-ce qu'une filiale commune communa commune et comment est-elle définie? Qu'e qu'un filialé commune. et comment    - comment est  définie.
Q687, Quels sont les critères pour l'application de cet Acte uniforme sur le transport de marchandises par route? Quel sont le critèères for l'Application of l'autautaut Acte Uniformity sur Transport de marchands par route.
Q688, Quels types de transports sont exclus de l'application de cet Acte uniforme? Quel types of transport sont exclusive de l’application of the Acte Uniformity. Quel type of transport is exempt from the application of the legislation.
Q689,Que signifie le terme 'avis' dans le contexte de cet Acte uniforme??? Signifie  'avis' is a part of the Acte Uniforms of the Uniforms. Signififie is not a parte of the uniforms.
Q690," Qu'est-ce qui constitue un 'contrat de transport de marchandises' selon cet Acte uniforme? Qu'er-ce qu’t-ce  constitue a total of 5,000,000 of the 'transport de marchands'"
Q691, Le document soit soit considéré comme 'écrit' dans le cadre de cet Acte uniforme. Quelles sont les conditions pour qu'un document so'écrits soit commen en-suite commen.
Q692,Quel document atteste de l'existence d'un contrat de transport de marchandises? Quel document  attests de l't-existence of l'transport de marchandsises. Quel documents atteste d'encontatement de transport du marchandise?
